"AX","M","El","Z","E","DE","J","Thalf","DThalf"
"190OS",190,"OS","76",1872.1,1,"(5)-",NA,NA
"190OS",190,"OS","76",1903.3,1,"(3+,4-)",NA,NA
"190OS",190,"OS","76",1705.8,3,"(10)-","9.9 M",1
"190PT",190,"PT","78",0,NA,"0+",NA,NA
"190PT",190,"PT","78",295.84,4,"2+","45 PS",15
"190PT",190,"PT","78",597.68,4,"2+",NA,NA
"190PT",190,"PT","78",916.66,6,"3+",NA,NA
"190PT",190,"PT","78",920.89,7,"0+",NA,NA
"190PT",190,"PT","78",1203.07,7,"2+",NA,NA
"190PT",190,"PT","78",1353.67,11,"3-",NA,NA
"190PT",190,"PT","78",1395.26,9,"2+",NA,NA
"190PT",190,"PT","78",1602,2,"1+,2+",NA,NA
"190PT",190,"PT","78",1737,2,"1-",NA,NA
"190PT",190,"PT","78",1877.04,14,"1-,2-,3-",NA,NA
"190PT",190,"PT","78",2212.8,4,"(1-)",NA,NA
"190PT",190,"PT","78",2216.2,3,"(2+,3,4+)",NA,NA
"190PT",190,"PT","78",2358.3,3,"(2)+",NA,NA
"190PT",190,"PT","78",2382.67,14,"(1)+",NA,NA
"190PT",190,"PT","78",2408.4,2,"(1-,2-,3-)",NA,NA
"190PT",190,"PT","78",2497.8,3,"(2+)",NA,NA
"190PT",190,"PT","78",2679.8,4,"(1-)",NA,NA
"190PT",190,"PT","78",2723.4,2,NA,NA,NA
"190PT",190,"PT","78",2797,3,NA,NA,NA
"190PT",190,"PT","78",2875.4,3,NA,NA,NA
"190PT",190,"PT","78",2942.7,5,"(0-,1-,2-)",NA,NA
"190PT",190,"PT","78",2980.9,4,"1-",NA,NA
"190PT",190,"PT","78",3014,2,"(2)-",NA,NA
"190PT",190,"PT","78",3049.3,2,"(2)-",NA,NA
"190PT",190,"PT","78",3067.5,2,"(1,2)-",NA,NA
"190PT",190,"PT","78",3233.7,4,"(2-,3-)",NA,NA
"190AU",190,"AU","79",0,NA,"1-",NA,NA
"190AU",190,"AU","79",122,3,NA,NA,NA
"190AU",190,"AU","79",129.6,2,"(0,1,2)-",NA,NA
"190AU",190,"AU","79",165.4,3,"(1-,2-)",NA,NA
"190AU",190,"AU","79",171.6,2,"1+","0.16 NS",2
"190AU",190,"AU","79",284.5,2,"(0,1,2)-",NA,NA
"190AU",190,"AU","79",347.7,5,NA,NA,NA
"190AU",190,"AU","79",414,3,NA,NA,NA
"190AU",190,"AU","79",417.9,4,NA,NA,NA
"190AU",190,"AU","79",419.9,3,NA,NA,NA
"190AU",190,"AU","79",421.8,4,NA,NA,NA
"190AU",190,"AU","79",431,4,NA,NA,NA
"190AU",190,"AU","79",545.4,3,NA,NA,NA
"190HG",190,"HG","80",0,NA,"0+",NA,NA
"190HG",190,"HG","80",416.38,13,"2+",NA,NA
"190HG",190,"HG","80",1041.75,18,"4+",NA,NA
"190HG",190,"HG","80",1099.96,14,"2+",NA,NA
"190HG",190,"HG","80",1278.67,22,"0+",NA,NA
"190HG",190,"HG","80",1558.73,17,"2+",NA,NA
"190HG",190,"HG","80",1571.34,19,"2+",NA,NA
"190HG",190,"HG","80",1657.04,19,"(3)+",NA,NA
"190HG",190,"HG","80",1975.16,22,"4+",NA,NA
"190HG",190,"HG","80",1772.98,19,"6+",NA,NA
"190HG",190,"HG","80",1850.75,19,"(2+,3,4+)",NA,NA
"190HG",190,"HG","80",1881.4,21,"5-",NA,NA
"190HG",190,"HG","80",1975.23,20,"4+",NA,NA
"190HG",190,"HG","80",2072.8,4,"(4,5,6)+",NA,NA
"190HG",190,"HG","80",2078.24,23,"7-",NA,NA
"190HG",190,"HG","80",2163.02,20,"(4+)",NA,NA
"190HG",190,"HG","80",2201.02,20,"(5)+",NA,NA
"190HG",190,"HG","80",2251.6,3,"(6,7)-",NA,NA
"190HG",190,"HG","80",2318.3,4,"(8)-",NA,NA
"190HG",190,"HG","80",2318.8,3,"(4-,5,6+)",NA,NA
"190HG",190,"HG","80",2335.2,4,"(9-)",NA,NA
"190HG",190,"HG","80",2343.01,20,"(4+,5,6+)",NA,NA
"190HG",190,"HG","80",2365.36,22,"(4+,5,6+)",NA,NA
"190HG",190,"HG","80",2391.9,4,NA,NA,NA
"190HG",190,"HG","80",2424.7,4,NA,NA,NA
"190HG",190,"HG","80",2465.1,4,"(8)+",NA,NA
"190HG",190,"HG","80",2509.93,24,"6+",NA,NA
"190HG",190,"HG","80",2573.1,4,"(8)+",NA,NA
"190HG",190,"HG","80",2821.6,3,NA,NA,NA
"190TL",190,"TL","81",NA,NA,"(2)-",NA,NA
"190TL",190,"TL","81",NA,9,"(1)-",NA,NA
"190TL",190,"TL","81",NA,15,"(0,1)-",NA,NA
"190TL",190,"TL","81",NA,13,"(1)-",NA,NA
"190TL",190,"TL","81",NA,24,"(0-,1-)",NA,NA
"190TL",190,"TL","81",NA,9,"(1)-",NA,NA
"190TL",190,"TL","81",NA,22,NA,NA,NA
"190TL",190,"TL","81",NA,22,"(1-)",NA,NA
"190TL",190,"TL","81",NA,22,"(0,1)",NA,NA
"190TL",190,"TL","81",NA,18,"(1-)",NA,NA
"190TL",190,"TL","81",NA,16,"(0-,1)",NA,NA
"190TL",190,"TL","81",NA,18,"(0-,1)",NA,NA
"190TL",190,"TL","81",NA,9,"1+",NA,NA
"190TL",190,"TL","81",NA,15,"(1)",NA,NA
"190TL",190,"TL","81",NA,3,"(1)",NA,NA
"191IR",191,"IR","77",0,NA,"3/2+","STABLE",NA
"191IR",191,"IR","77",82.405,7,"1/2+","4.08 NS",7
"191IR",191,"IR","77",129.396,7,"5/2+","89.9 PS",9
"191IR",191,"IR","77",178.934,10,"3/2+","40 PS",12
"191IR",191,"IR","77",343.33,16,"(7/2)+",NA,NA
"191IR",191,"IR","77",351.139,16,"(5/2)+",NA,NA
"191IR",191,"IR","77",390.97,5,"7/2-","240 PS",20
"191IR",191,"IR","77",538.839,15,"3/2+",NA,NA
"191IR",191,"IR","77",587.96,7,"3/2+,5/2+",NA,NA
"191IR",191,"IR","77",624.06,4,"(1/2+)",NA,NA
"191IR",191,"IR","77",658.87,5,"3/2-","0.12 NS",NA
"191IR",191,"IR","77",686.6,5,"7/2+",NA,NA
"191IR",191,"IR","77",747.78,7,"(5/2)+",NA,NA
"191IR",191,"IR","77",762.52,5,"3/2+",NA,NA
"191IR",191,"IR","77",799.75,5,"(5/2)-",NA,NA
"191IR",191,"IR","77",935.46,13,"(1/2+,3/2,5/2+)",NA,NA
"191PT",191,"PT","78",0,NA,"3/2-","2.83 D",2
"191PT",191,"PT","78",9.546,17,"(5/2,7/2)-",NA,NA
"191PT",191,"PT","78",30.398,9,"1/2-,3/2-",NA,NA
"191PT",191,"PT","78",158.77,4,"1/2-,3/2-,5/2-",NA,NA
"191PT",191,"PT","78",166.516,13,"(3/2,5/2)-",NA,NA
"191PT",191,"PT","78",253.946,21,"(3/2,5/2,7/2)-",NA,NA
"191PT",191,"PT","78",277.877,21,"(3/2,5/2)-",NA,NA
"191PT",191,"PT","78",281.18,3,"(3/2,5/2,7/2)-",NA,NA
"191PT",191,"PT","78",293.458,14,"(5/2)-",NA,NA
"191PT",191,"PT","78",399.837,19,"5/2-,7/2-",NA,NA
"191PT",191,"PT","78",451.83,4,"(3/2)-",NA,NA
"191PT",191,"PT","78",453.81,4,"(7/2,9/2)+",NA,NA
"191PT",191,"PT","78",487.578,18,"(7/2)-",NA,NA
"191PT",191,"PT","78",535.27,3,"(3/2,5/2,7/2)-",NA,NA
"191PT",191,"PT","78",574.65,4,"(1/2,3/2,5/2)-",NA,NA
"191PT",191,"PT","78",594.29,6,"-",NA,NA
"191PT",191,"PT","78",613.14,4,"-",NA,NA
"191PT",191,"PT","78",625.81,9,"-",NA,NA
"191PT",191,"PT","78",660.24,4,"(5/2)+",NA,NA
"191PT",191,"PT","78",732.4,10,"1/2-,3/2-",NA,NA
"191PT",191,"PT","78",929.19,15,"-",NA,NA
"191PT",191,"PT","78",986.44,7,NA,NA,NA
"191PT",191,"PT","78",1074.03,3,"(5/2)+",NA,NA
"191PT",191,"PT","78",1113.49,9,"(5/2)+",NA,NA
"191PT",191,"PT","78",1174.57,9,"(3/2-,5/2-,7/2-)",NA,NA
"191PT",191,"PT","78",1289.96,14,"(-)",NA,NA
"191PT",191,"PT","78",1300.9,3,"(-)",NA,NA
"191PT",191,"PT","78",1453.3,3,NA,NA,NA
"191AU",191,"AU","79",266.2,7,"(11/2-)","0.92 S",11
"191AU",191,"AU","79",540,11,"(9/2-)",NA,NA
"191AU",191,"AU","79",686.5,9,"(15/2-)",NA,NA
"191AU",191,"AU","79",844.9,8,"(13/2-)",NA,NA
"191AU",191,"AU","79",877.1,12,"(9/2-)",NA,NA
"191AU",191,"AU","79",896.9,11,"(11/2-)",NA,NA
"191AU",191,"AU","79",911,11,"(13/2-)",NA,NA
"191AU",191,"AU","79",1132,12,"(11/2+)",NA,NA
"191AU",191,"AU","79",1269,11,"(11/2-)",NA,NA
"191AU",191,"AU","79",1341.2,7,NA,NA,NA
"191AU",191,"AU","79",1352,15,"(15/2-)",NA,NA
"191AU",191,"AU","79",1355.9,12,NA,NA,NA
"191AU",191,"AU","79",1376.5,12,"(17/2-)",NA,NA
"191AU",191,"AU","79",1394.4,13,NA,NA,NA
"191AU",191,"AU","79",1459.7,10,"(13/2+)",NA,NA
"191AU",191,"AU","79",1482,11,NA,NA,NA
"191AU",191,"AU","79",1550.1,14,NA,NA,NA
"191AU",191,"AU","79",1629.3,12,NA,NA,NA
"191AU",191,"AU","79",2024.6,14,NA,NA,NA
"191AU",191,"AU","79",2041.2,14,NA,NA,NA
"191AU",191,"AU","79",2129.3,13,NA,NA,NA
"191AU",191,"AU","79",2174.8,11,NA,NA,NA
"191AU",191,"AU","79",2219,14,NA,NA,NA
"191AU",191,"AU","79",2235.3,14,NA,NA,NA
"191AU",191,"AU","79",2348.5,13,NA,NA,NA
"192OS",192,"OS","76",580.28,8,"4+","14.7 PS",4
"192OS",192,"OS","76",690.3705,4,"3+",NA,NA
"192OS",192,"OS","76",909.55,6,"4+","9.8 PS",4
"192PT",192,"PT","78",0,NA,"0+","STABLE",NA
"192PT",192,"PT","78",316.50645,15,"2+","43.7 PS",9
"192PT",192,"PT","78",612.46318,18,"2+","26.5 PS",15
"192PT",192,"PT","78",784.5759,4,"4+","4.2 PS",2
"192PT",192,"PT","78",920.91852,22,"3+","21.3 PS",21
"192PT",192,"PT","78",1195.17,18,"0+",NA,NA
"192PT",192,"PT","78",1201.0452,5,"4+",NA,NA
"192PT",192,"PT","78",1378.054,17,"3-","41 PS",9
"192PT",192,"PT","78",1383.88,10,"(5)-",NA,NA
"192PT",192,"PT","78",1406.35,4,"3+",NA,NA
"192PT",192,"PT","78",1439.263,20,"2+",NA,NA
"192PT",192,"PT","78",1546.93,4,"(0+)",NA,NA
"192PT",192,"PT","78",1576.368,17,"2+",NA,NA
"192PT",192,"PT","78",1629.3,6,"0+",NA,NA
"192PT",192,"PT","78",1666.63,5,"(2,3,4)",NA,NA
"192PT",192,"PT","78",1739.432,15,"(1)-",NA,NA
"192PT",192,"PT","78",1766.09,4,"(2,3)+",NA,NA
"192PT",192,"PT","78",1793.503,24,"(2)+",NA,NA
"192PT",192,"PT","78",1880.02,4,"3+",NA,NA
"192PT",192,"PT","78",1894.479,20,"(2,3)-",NA,NA
"192PT",192,"PT","78",1976.25,4,"(2)+",NA,NA
"192PT",192,"PT","78",2041.81,3,"(2-,3-)",NA,NA
"192PT",192,"PT","78",2047.89,4,"(2)+",NA,NA
"192PT",192,"PT","78",2073.95,4,"2+",NA,NA
"192PT",192,"PT","78",2120.21,5,"(2+)",NA,NA
"192PT",192,"PT","78",2129.52,3,"(1-)",NA,NA
"192PT",192,"PT","78",2142.96,4,"(3)-",NA,NA
"192PT",192,"PT","78",2149.385,23,"1+",NA,NA
"192PT",192,"PT","78",2161.64,4,NA,NA,NA
"192PT",192,"PT","78",2171.37,4,"2+",NA,NA
"192PT",192,"PT","78",2191.3,4,"(2+,3-)",NA,NA
"192PT",192,"PT","78",2217.12,6,"(2)+",NA,NA
"192PT",192,"PT","78",2236.82,3,"(1,2)+",NA,NA
"192PT",192,"PT","78",2237.52,4,"(2)+",NA,NA
"192PT",192,"PT","78",2257.26,3,"(2)-",NA,NA
"192PT",192,"PT","78",2296.06,4,"(1,2)+",NA,NA
"192PT",192,"PT","78",2319.11,3,"1+",NA,NA
"192PT",192,"PT","78",2335.465,19,"1+",NA,NA
"192PT",192,"PT","78",2375.392,25,"(1,2)+",NA,NA
"192PT",192,"PT","78",2399.27,24,"(1,2)+",NA,NA
"192PT",192,"PT","78",2408.34,3,"(2)+",NA,NA
"192PT",192,"PT","78",2422.78,4,"(1,2)+",NA,NA
"192PT",192,"PT","78",2435.37,6,"3+",NA,NA
"192PT",192,"PT","78",2453.43,8,"2+",NA,NA
"192PT",192,"PT","78",2472.27,5,"2+",NA,NA
"192PT",192,"PT","78",2483.64,5,"LE3",NA,NA
"192PT",192,"PT","78",2486.29,4,"(2)-",NA,NA
"192PT",192,"PT","78",2508.84,6,"(2,3)+",NA,NA
"192PT",192,"PT","78",2532.46,5,"1+",NA,NA
"192PT",192,"PT","78",2549.42,7,"(2)+",NA,NA
"192PT",192,"PT","78",2560.15,5,"(1+,2)",NA,NA
"192PT",192,"PT","78",2562.96,5,"(2)+",NA,NA
"192PT",192,"PT","78",2585.23,5,"(2)+",NA,NA
"192PT",192,"PT","78",2602.97,4,"(2)+",NA,NA
"192PT",192,"PT","78",2604.76,4,"(1,2)-",NA,NA
"192PT",192,"PT","78",2614.29,9,"(2+)",NA,NA
"192PT",192,"PT","78",2629.24,4,"2+",NA,NA
"192PT",192,"PT","78",2635.23,6,"1+",NA,NA
"192PT",192,"PT","78",2647.32,6,"(2)-",NA,NA
"192PT",192,"PT","78",2658.46,9,"(1,2)+",NA,NA
"192PT",192,"PT","78",2730.73,5,"(2)-",NA,NA
"192PT",192,"PT","78",2775.21,6,NA,NA,NA
"192PT",192,"PT","78",2794.26,7,"(LE2)",NA,NA
"192PT",192,"PT","78",2832.89,7,"(1,2)+",NA,NA
"192PT",192,"PT","78",2834.6,6,"(2+)",NA,NA
"192PT",192,"PT","78",2856.13,5,"(2)-",NA,NA
"192PT",192,"PT","78",2857.07,5,"(2-)",NA,NA
"192PT",192,"PT","78",2890.93,4,"(2)-",NA,NA
"192PT",192,"PT","78",2947.001,5,"(2-)",NA,NA
"192PT",192,"PT","78",2950.43,9,"(1,2+)",NA,NA
"192PT",192,"PT","78",2958.75,4,"(2,3)-",NA,NA
"192PT",192,"PT","78",3027.39,5,"(2,3)-",NA,NA
"192PT",192,"PT","78",3031,7,"(LE3)",NA,NA
"192PT",192,"PT","78",3127.19,4,"(1-,2-)",NA,NA
"192PT",192,"PT","78",3155.74,4,"(2,3)-",NA,NA
"192PT",192,"PT","78",3189.52,7,"(2,3-)",NA,NA
"192AU",192,"AU","79",157.28,23,"0-,1-","0.05 NS",NA
"192AU",192,"AU","79",167.49,19,"(1)-",NA,NA
"192AU",192,"AU","79",245.57,20,"0-,1-",NA,NA
"192AU",192,"AU","79",262.59,19,"0-,1-",NA,NA
"192AU",192,"AU","79",306.47,16,"1+","0.18 NS",NA
"192AU",192,"AU","79",436.59,24,"0-,1-",NA,NA
"192TL",192,"TL","81",0,NA,"(2-)","9.6 M",4
"192TL",192,"TL","81",167.49,10,"1(-)",NA,NA
"192TL",192,"TL","81",371.05,18,"1(-)",NA,NA
"192TL",192,"TL","81",775.67,14,"(0-,1-)",NA,NA
"192TL",192,"TL","81",1195.46,18,"1+",NA,NA
"193IR",193,"IR","77",0,NA,"3/2+","STABLE",NA
"193PT",193,"PT","78",0,NA,"1/2-","50 Y",6
"193PT",193,"PT","78",1.642,2,"3/2-","9.7 NS",3
"193PT",193,"PT","78",14.276,8,"5/2-","2.52 NS",5
"193PT",193,"PT","78",114.158,8,"3/2-",NA,NA
"193PT",193,"PT","78",121.29,3,"1/2-,3/2-,5/2-",NA,NA
"193PT",193,"PT","78",187.81,2,"3/2-",NA,NA
"193PT",193,"PT","78",232.16,2,"(5/2)-",NA,NA
"193PT",193,"PT","78",269.83,2,"(3/2)-",NA,NA
"193PT",193,"PT","78",439.05,3,"(3/2)-",NA,NA
"193PT",193,"PT","78",491.24,2,"(5/2)-",NA,NA
"193PT",193,"PT","78",522.53,7,"(3/2-,5/2-)",NA,NA
"193PT",193,"PT","78",149.78,4,"13/2+","4.33 D",3
"193AU",193,"AU","79",38.245,23,"(1/2)+","3.81 NS",18
"193AU",193,"AU","79",224.81,3,"(3/2)+","0.03 NS",NA
"193AU",193,"AU","79",381.61,4,"5/2+",NA,NA
"193AU",193,"AU","79",827.67,14,"(1/2+,3/2+)",NA,NA
"193AU",193,"AU","79",1089.25,10,NA,NA,NA
"193AU",193,"AU","79",1118.97,12,"(3/2)+",NA,NA
"193AU",193,"AU","79",1603.15,19,"(3/2-,5/2+)",NA,NA
"193AU",193,"AU","79",1658,3,"1/2(+) TO 5/2(+)",NA,NA
"193AU",193,"AU","79",1815.1,3,"(1/2,3/2),(5/2)+",NA,NA
"193AU",193,"AU","79",1861.92,21,"(1/2,3/2,5/2+)",NA,NA
"193AU",193,"AU","79",2014.73,25,NA,NA,NA
"193AU",193,"AU","79",2043.3,3,"1/2,3/2,5/2",NA,NA
"193TL",193,"TL","81",NA,NA,"(9/2-)","2.11 M",15
"193TL",193,"TL","81",NA,NA,"(11/2-)",NA,NA
"193TL",193,"TL","81",NA,NA,"(13/2-)",NA,NA
"193TL",193,"TL","81",NA,NA,NA,NA,NA
"193TL",193,"TL","81",NA,NA,NA,NA,NA
"193TL",193,"TL","81",NA,NA,"(13/2-)",NA,NA
"193TL",193,"TL","81",NA,NA,"(15/2-)",NA,NA
"193TL",193,"TL","81",NA,NA,NA,NA,NA
"193TL",193,"TL","81",NA,NA,"(15/2-)",NA,NA
"194PT",194,"PT","78",0,NA,"0+",NA,NA
"194PT",194,"PT","78",328.466,5,"2+",NA,NA
"194PT",194,"PT","78",622.003,6,"2+",NA,NA
"194PT",194,"PT","78",811.261,9,"4+",NA,NA
"194PT",194,"PT","78",922.755,8,"3+",NA,NA
"194PT",194,"PT","78",1229.48,10,"4+",NA,NA
"194PT",194,"PT","78",1267.177,7,"0+",NA,NA
"194PT",194,"PT","78",1432.525,7,"3-",NA,NA
"194PT",194,"PT","78",1479.238,10,"0+",NA,NA
"194PT",194,"PT","78",1511.971,9,"2+",NA,NA
"194PT",194,"PT","78",1547.247,10,"0+",NA,NA
"194PT",194,"PT","78",1622.199,14,"2+",NA,NA
"194PT",194,"PT","78",1670.626,9,"2+",NA,NA
"194PT",194,"PT","78",1737.32,6,"(3-)",NA,NA
"194PT",194,"PT","78",1778.561,14,"(1)+",NA,NA
"194PT",194,"PT","78",1797.354,7,"1-",NA,NA
"194PT",194,"PT","78",1802.63,4,"1+,2+",NA,NA
"194PT",194,"PT","78",1816.67,5,"(2)+",NA,NA
"194PT",194,"PT","78",1893.75,6,"(0)+",NA,NA
"194PT",194,"PT","78",1924.257,13,"1+",NA,NA
"194PT",194,"PT","78",1930.285,16,"(2)+",NA,NA
"194PT",194,"PT","78",1961.292,9,"2-",NA,NA
"194PT",194,"PT","78",2003.41,16,"(1+,2+)",NA,NA
"194PT",194,"PT","78",2043.681,13,"1+",NA,NA
"194PT",194,"PT","78",2052.85,3,"(0+,1,2,3+)",NA,NA
"194PT",194,"PT","78",2063.655,18,"1+,2+",NA,NA
"194PT",194,"PT","78",2085.441,19,"0+",NA,NA
"194PT",194,"PT","78",2109.11,24,"1+,2+",NA,NA
"194PT",194,"PT","78",2114.075,21,"1+",NA,NA
"194PT",194,"PT","78",2134.2,3,"1+,2+",NA,NA
"194PT",194,"PT","78",2140.63,5,"(0+,1,2)",NA,NA
"194PT",194,"PT","78",2157.97,3,"1+,2+",NA,NA
"194PT",194,"PT","78",2163.73,18,"0+",NA,NA
"194PT",194,"PT","78",2184.94,4,"1+,2+",NA,NA
"194PT",194,"PT","78",2214.474,23,"(1+,2+)",NA,NA
"194PT",194,"PT","78",2215.504,9,"1+",NA,NA
"194PT",194,"PT","78",2239.56,4,"(2)-",NA,NA
"194PT",194,"PT","78",2287.35,3,"1+,2+",NA,NA
"194PT",194,"PT","78",2298.115,25,"1+",NA,NA
"194PT",194,"PT","78",2311.906,25,"2+",NA,NA
"194PT",194,"PT","78",2356.052,25,"0+",NA,NA
"194PT",194,"PT","78",2365.88,9,"(1+)",NA,NA
"194PT",194,"PT","78",2397.24,9,"(2+)",NA,NA
"194PT",194,"PT","78",2412.72,11,"(1+)",NA,NA
"194AU",194,"AU","79",0,NA,"1-",NA,NA
"194HG",194,"HG","80",0,NA,"0+",NA,NA
"194HG",194,"HG","80",427.91,9,"2+",NA,NA
"194HG",194,"HG","80",1064.25,14,"4+",NA,NA
"194HG",194,"HG","80",1073.05,13,"(2)+",NA,NA
"194HG",194,"HG","80",1468.44,14,"(3)+",NA,NA
"194HG",194,"HG","80",1957.8,5,"(0+:4+)",NA,NA
"194HG",194,"HG","80",1979.5,5,"(0+:4+)",NA,NA
"194HG",194,"HG","80",2051.7,3,"(0+:4+)",NA,NA
"194HG",194,"HG","80",1799.5,5,"6+",NA,NA
"194HG",194,"HG","80",1813.5,5,"5-","0.15 NS",NA
"194HG",194,"HG","80",1910.4,5,"7-","3.75 NS",11
"194HG",194,"HG","80",2138.4,5,"8-",NA,NA
"194HG",194,"HG","80",2143.5,5,"9-",NA,NA
"194HG",194,"HG","80",2165.8,5,"6-",NA,NA
"194HG",194,"HG","80",2180,5,"5-,6-",NA,NA
"194HG",194,"HG","80",2260,9,"(4-,5-,6-)",NA,NA
"194HG",194,"HG","80",2264.7,5,"5-,6-",NA,NA
"194HG",194,"HG","80",2374.7,5,"6-,7-,8-",NA,NA
"194HG",194,"HG","80",2463.9,5,"6-",NA,NA
"194TL",194,"TL","81",0,NA,"2-",NA,NA
"194TL",194,"TL","81",192.14,4,"(0)-",NA,NA
"194TL",194,"TL","81",203.83,3,"1-",NA,NA
"194TL",194,"TL","81",225.01,4,"(2)-",NA,NA
"194TL",194,"TL","81",367.76,4,"1-",NA,NA
"194TL",194,"TL","81",459.92,4,"(2)-",NA,NA
"194TL",194,"TL","81",521.52,3,"1-",NA,NA
"194TL",194,"TL","81",589.16,4,"(2)-",NA,NA
"194TL",194,"TL","81",752.94,6,"(1-)",NA,NA
"194TL",194,"TL","81",785.78,5,"(1)-",NA,NA
"194TL",194,"TL","81",833.28,4,"(1)-",NA,NA
"194TL",194,"TL","81",979.01,11,"(1-,2-)",NA,NA
"194TL",194,"TL","81",998.43,6,"1-",NA,NA
"194TL",194,"TL","81",1010.52,5,"(1)-",NA,NA
"194TL",194,"TL","81",1152.01,7,"(1)-",NA,NA
"194TL",194,"TL","81",1178.81,8,"(1-)",NA,NA
"194TL",194,"TL","81",1187.56,7,"(0,1)-",NA,NA
"194TL",194,"TL","81",1272.2,8,"(0-,1-,2-)",NA,NA
"194TL",194,"TL","81",1519.34,6,"1+",NA,NA
"194TL",194,"TL","81",1553.1,13,"(0,1)",NA,NA
"194TL",194,"TL","81",1602.8,2,"(0-,1,2-)",NA,NA
"194TL",194,"TL","81",1639.07,7,"(1)-",NA,NA
"194TL",194,"TL","81",1707.61,9,"(1)-",NA,NA
"194TL",194,"TL","81",1722.97,17,"(0-,1)",NA,NA
"194TL",194,"TL","81",1753.13,15,"(0,1)",NA,NA
"194TL",194,"TL","81",1810.46,12,"(1)",NA,NA
"194TL",194,"TL","81",1858.8,10,"(0,1,2-)",NA,NA
"194TL",194,"TL","81",2192.7,3,"(1,2-)",NA,NA
"194TL",194,"TL","81",2343.4,5,"(0-,1)",NA,NA
"195PT",195,"PT","78",0,NA,"1/2-","STABLE",NA
"195PT",195,"PT","78",98.858,8,"3/2-",NA,NA
"195PT",195,"PT","78",129.734,8,"5/2-",NA,NA
"195PT",195,"PT","78",199.46,4,"3/2-",NA,NA
"195PT",195,"PT","78",211.4071,20,"3/2-",NA,NA
"195AU",195,"AU","79",0,NA,"3/2+","186.01 D",6
"195AU",195,"AU","79",61.434,24,"1/2+","3.0 NS",2
"195AU",195,"AU","79",241.56,4,"3/2+","30 PS",NA
"195AU",195,"AU","79",439.53,9,"3/2+,5/2+",NA,NA
"195AU",195,"AU","79",841.23,4,"3/2+",NA,NA
"195AU",195,"AU","79",1082.93,6,"3/2+",NA,NA
"195AU",195,"AU","79",1110.78,7,"3/2-",NA,NA
"195AU",195,"AU","79",1172.44,6,"3/2+",NA,NA
"195AU",195,"AU","79",1250.96,10,"(3/2+),5/2+",NA,NA
"195AU",195,"AU","79",1324.64,20,"1/2,3/2,5/2+",NA,NA
"195AU",195,"AU","79",1353.61,24,"3/2+",NA,NA
"195AU",195,"AU","79",1433,3,"1/2,3/2,5/2+",NA,NA
"195AU",195,"AU","79",1443.16,25,"1/2,3/2",NA,NA
"195AU",195,"AU","79",318.59,4,"11/2-","30.5 S",2
"195AU",195,"AU","79",706.48,6,"15/2-",NA,NA
"195AU",195,"AU","79",878.86,5,"13/2-",NA,NA
"195AU",195,"AU","79",1280.52,7,"11/2-",NA,NA
"195AU",195,"AU","79",1346.2,6,"11/2-",NA,NA
"195AU",195,"AU","79",1396.63,14,"(11/2+)",NA,NA
"195AU",195,"AU","79",1404.61,7,"13/2-,15/2-",NA,NA
"195AU",195,"AU","79",1406.18,15,"9/2-,11/2,13/2-",NA,NA
"195AU",195,"AU","79",1487.01,12,"9/2-,11/2-",NA,NA
"195AU",195,"AU","79",1559.6,6,"13/2-",NA,NA
"195AU",195,"AU","79",1605.57,14,"11/2-,13/2-,15/2-",NA,NA
"195HG",195,"HG","80",0,NA,"1/2-","10.53 H",3
"195HG",195,"HG","80",37.08,3,"3/2-",NA,NA
"195HG",195,"HG","80",279.2,3,"3/2-",NA,NA
"195HG",195,"HG","80",300.57,4,"3/2-,5/2-",NA,NA
"195HG",195,"HG","80",410.3,4,"3/2-,5/2-,7/2-",NA,NA
"195HG",195,"HG","80",422.5,10,"(1/2- TO 7/2-)",NA,NA
"195HG",195,"HG","80",595.48,4,"(3/2)-",NA,NA
"195HG",195,"HG","80",600.63,4,"3/2-",NA,NA
"195HG",195,"HG","80",764.53,5,"1/2-",NA,NA
"195HG",195,"HG","80",814.72,4,"1/2-,3/2-",NA,NA
"195HG",195,"HG","80",893.12,5,"3/2-",NA,NA
"195HG",195,"HG","80",921.59,4,"1/2-,3/2-",NA,NA
"195HG",195,"HG","80",1004.56,5,"1/2-,3/2-",NA,NA
"195HG",195,"HG","80",1067.21,7,"(3/2-,5/2-)",NA,NA
"195HG",195,"HG","80",1140.33,10,"(1/2-,3/2,5/2-)",NA,NA
"195HG",195,"HG","80",1259.51,13,"1/2-,3/2,5/2-",NA,NA
"195HG",195,"HG","80",1301.1,4,"(3/2+)",NA,NA
"195HG",195,"HG","80",1400.92,6,"1/2-",NA,NA
"195HG",195,"HG","80",1548.67,6,"1/2-,3/2-",NA,NA
"195HG",195,"HG","80",1664.08,10,"1/2,3/2,5/2-",NA,NA
"195HG",195,"HG","80",1714.65,14,"1/2,3/2,5/2-",NA,NA
"195HG",195,"HG","80",1742.82,9,"1/2,3/2",NA,NA
"195HG",195,"HG","80",1831.4,14,"1/2,3/2",NA,NA
"195HG",195,"HG","80",1879.26,19,"1/2,3/2",NA,NA
"195HG",195,"HG","80",1893.13,25,"1/2,3/2",NA,NA
"195HG",195,"HG","80",1975.35,15,"1/2,3/2",NA,NA
"195HG",195,"HG","80",2014.65,7,"1/2,3/2",NA,NA
"195HG",195,"HG","80",2057.36,11,"1/2,3/2",NA,NA
