"AX","M","El","Z","E","DE","J","Thalf","DThalf"
"33CL",33,"CL","17",7667,4,"1/2+,3/2+","8 KEV",4
"33CL",33,"CL","17",7765,3,"(1/2)+","10 KEV",6
"33CL",33,"CL","17",8077,3,"1/2+,3/2+","34 KEV",6
"33CL",33,"CL","17",8130,3,"1/2+,3/2+",NA,NA
"33CL",33,"CL","17",8183,3,"(1/2)+","22 KEV",6
"33CL",33,"CL","17",8316,6,"1/2+,3/2+",NA,NA
"33CL",33,"CL","17",8490,6,"(1/2)+",NA,NA
"33CL",33,"CL","17",8558,5,"(3/2)+",NA,NA
"33CL",33,"CL","17",8813,8,"1/2,3/2",NA,NA
"33CL",33,"CL","17",8849,5,"1/2+,3/2+",NA,NA
"33CL",33,"CL","17",8864,10,NA,NA,NA
"33CL",33,"CL","17",8964,8,"(1/2)+",NA,NA
"33CL",33,"CL","17",9117,5,"(3/2)+",NA,NA
"33CL",33,"CL","17",9154,6,"(3/2)+",NA,NA
"33CL",33,"CL","17",9193,9,"1/2+,3/2+",NA,NA
"33CL",33,"CL","17",9350,50,NA,NA,NA
"33CL",33,"CL","17",9450,50,NA,NA,NA
"33CL",33,"CL","17",9550,50,NA,NA,NA
"33CL",33,"CL","17",9583,6,"1/2+,3/2+",NA,NA
"33CL",33,"CL","17",9650,50,NA,NA,NA
"33CL",33,"CL","17",9750,50,NA,NA,NA
"33CL",33,"CL","17",9850,50,NA,NA,NA
"33CL",33,"CL","17",9950,50,NA,NA,NA
"33CL",33,"CL","17",10250,25,NA,NA,NA
"33CL",33,"CL","17",11000,50,NA,NA,NA
"34S",34,"S","16",0,NA,"0+","STABLE",NA
"34S",34,"S","16",2127.564,13,"2+",NA,NA
"34S",34,"S","16",3304.212,13,"2+",NA,NA
"34S",34,"S","16",4114.813,23,"2+",NA,NA
"34S",34,"S","16",4688.98,5,"4+",NA,NA
"34S",34,"S","16",4876.839,24,"3+",NA,NA
"34CL",34,"CL","17",0,NA,"0+","1.5266 S",4
"34CL",34,"CL","17",460.8,10,"1+","5.2 PS",4
"34CL",34,"CL","17",665.8,10,"1+","9.2 PS",4
"34CL",34,"CL","17",2579.5,14,"1+","33 FS",8
"34CL",34,"CL","17",3129.2,10,"1+","1.9 FS",13
"35CL",35,"CL","17",0,NA,"3/2+","STABLE",NA
"35CL",35,"CL","17",1219.22,17,"1/2+",NA,NA
"35CL",35,"CL","17",1763.11,16,"5/2+",NA,NA
"35CL",35,"CL","17",2645.2,8,"3/2+",NA,NA
"35CL",35,"CL","17",2693.85,15,"3/2+",NA,NA
"35CL",35,"CL","17",3002.3,4,"5/2+",NA,NA
"35CL",35,"CL","17",3918.3,7,"3/2+",NA,NA
"35CL",35,"CL","17",3967.7,4,"1/2+",NA,NA
"35CL",35,"CL","17",4624.5,6,"(3/2,5/2+)",NA,NA
"35AR",35,"AR","18",0,NA,"3/2+",NA,NA
"35AR",35,"AR","18",1184.01,25,"1/2+",NA,NA
"35AR",35,"AR","18",1750.7,3,"(5/2)+",NA,NA
"35AR",35,"AR","18",2638,3,"3/2+,5/2+",NA,NA
"35AR",35,"AR","18",2982.79,12,"3/2+,5/2+",NA,NA
"35AR",35,"AR","18",4065,4,"1/2+,3/2+,5/2+",NA,NA
"35AR",35,"AR","18",4528.2,4,"1/2+,3/2+,5/2+",NA,NA
"35AR",35,"AR","18",4725.9,6,"1/2+",NA,NA
"35AR",35,"AR","18",4785.8,11,"1/2+",NA,NA
"35AR",35,"AR","18",5572.66,15,"3/2+",NA,NA
"35AR",35,"AR","18",7510,20,"1/2+,3/2+,5/2+",NA,NA
"35AR",35,"AR","18",8395,20,"1/2+,3/2+,5/2+",NA,NA
"35K",35,"K","19",1553,5,NA,NA,NA
"35K",35,"K","19",3783,26,NA,NA,NA
"35K",35,"K","19",4020,37,NA,NA,NA
"35K",35,"K","19",4523,NA,NA,NA,NA
"35K",35,"K","19",4790,49,NA,NA,NA
"35K",35,"K","19",4983,13,NA,NA,NA
"35K",35,"K","19",5251,73,NA,NA,NA
"35K",35,"K","19",5495,NA,NA,NA,NA
"35K",35,"K","19",5536,49,NA,NA,NA
"35K",35,"K","19",5713,49,NA,NA,NA
"35K",35,"K","19",5718,NA,NA,NA,NA
"35K",35,"K","19",5867,38,NA,NA,NA
"35K",35,"K","19",6092,62,NA,NA,NA
"35K",35,"K","19",6301,NA,NA,NA,NA
"35K",35,"K","19",6336,73,NA,NA,NA
"35K",35,"K","19",7816,NA,NA,NA,NA
"35K",35,"K","19",9169,23,NA,NA,NA
"36S",36,"S","16",0,NA,"0+",NA,NA
"36AR",36,"AR","18",1970.84,22,"2+",NA,NA
"36AR",36,"AR","18",4441.54,20,"2+",NA,NA
"36AR",36,"AR","18",4950.4,9,"2+",NA,NA
"36AR",36,"AR","18",4977.6,11,"2-",NA,NA
"36AR",36,"AR","18",6612.12,20,"2+",NA,NA
"36AR",36,"AR","18",6731,5,"1+,2+",NA,NA
"36AR",36,"AR","18",6867.5,12,"(1+,2+)",NA,NA
"36AR",36,"AR","18",7140.9,5,"3+",NA,NA
"36AR",36,"AR","18",7178,4,"(1,2)+",NA,NA
"36AR",36,"AR","18",7338.7,4,"3+",NA,NA
"36AR",36,"AR","18",7709.3,5,"1+",NA,NA
"36AR",36,"AR","18",7971.4,7,"1+,2+",NA,NA
"36AR",36,"AR","18",8133.6,14,"1+",NA,NA
"36AR",36,"AR","18",8353,3,"(1-,2+,3-)",NA,NA
"36AR",36,"AR","18",8398,3,NA,NA,NA
"36AR",36,"AR","18",8556.6,6,"2+",NA,NA
"36AR",36,"AR","18",8850,3,NA,NA,NA
"36AR",36,"AR","18",8909,3,"2+",NA,NA
"36AR",36,"AR","18",9023.3,11,"2",NA,NA
"36AR",36,"AR","18",9147.9,13,"(2+,3-)",NA,NA
"36AR",36,"AR","18",9219.7,12,"1+",NA,NA
"36AR",36,"AR","18",9363,3,"1-",NA,NA
"36AR",36,"AR","18",9383.2,10,"(2+,3,4+)",NA,NA
"36AR",36,"AR","18",9469,3,"1-,2+",NA,NA
"36AR",36,"AR","18",9503.3,11,"(2,3)",NA,NA
"36AR",36,"AR","18",9709.2,13,"(1-,2+)",NA,NA
"36AR",36,"AR","18",9740,11,"3-",NA,NA
"36AR",36,"AR","18",9815.6,20,"(1,2,3-)",NA,NA
"36AR",36,"AR","18",9879.6,7,"2+,3+",NA,NA
"36AR",36,"AR","18",9956.9,22,"(1,2+)",NA,NA
"36AR",36,"AR","18",9996,4,NA,NA,NA
"36AR",36,"AR","18",10081,10,"(1-,2,3)",NA,NA
"36AR",36,"AR","18",10208,3,NA,NA,NA
"36AR",36,"AR","18",10329,3,"2+",NA,NA
"36AR",36,"AR","18",10449,3,NA,NA,NA
"36AR",36,"AR","18",10563,3,"3-",NA,NA
"36AR",36,"AR","18",10599,3,"3-",NA,NA
"36AR",36,"AR","18",10614,10,"1+,2+,3+",NA,NA
"36AR",36,"AR","18",10706,4,"(0+,1-,2+)",NA,NA
"36AR",36,"AR","18",10858,3,"3-",NA,NA
"36AR",36,"AR","18",10972,4,"1,2",NA,NA
"36AR",36,"AR","18",11056,3,"1+,2+,3+",NA,NA
"36AR",36,"AR","18",11236,4,"1+,2+,3+",NA,NA
"36AR",36,"AR","18",11640,20,"1+,2+,3+",NA,NA
"36K",36,"K","19",1112.4,4,"1+",NA,NA
"36K",36,"K","19",1618.6,7,"1+",NA,NA
"36K",36,"K","19",3357,22,"1+",NA,NA
"36K",36,"K","19",4281.9,8,"0+",NA,NA
"36K",36,"K","19",4450,22,"1+",NA,NA
"36K",36,"K","19",4658,36,"1+",NA,NA
"36K",36,"K","19",5243,22,NA,NA,NA
"36K",36,"K","19",5754,69,NA,NA,NA
"36K",36,"K","19",5926,45,"1+",NA,NA
"36K",36,"K","19",6787,69,"1+",NA,NA
"37CL",37,"CL","17",0,NA,"3/2+","STABLE",NA
"37AR",37,"AR","18",0,NA,"3/2+",NA,NA
"37AR",37,"AR","18",1409.82,9,"1/2+",NA,NA
"37AR",37,"AR","18",1611.26,9,"7/2-",NA,NA
"37AR",37,"AR","18",2490.1,3,"3/2-",NA,NA
"37AR",37,"AR","18",2796.11,9,"5/2+",NA,NA
"37AR",37,"AR","18",3169.8,3,"5/2+",NA,NA
"37AR",37,"AR","18",3601.7,4,"3/2+",NA,NA
"37AR",37,"AR","18",3937.9,5,"3/2+",NA,NA
"37K",37,"K","19",0,NA,"3/2+","1.225 S",7
"37K",37,"K","19",1370.9,2,"1/2+",NA,NA
"37K",37,"K","19",2750.5,2,"5/2+","1.52 FS",14
"37K",37,"K","19",3239.5,2,"5/2+","97 FS",28
"37K",37,"K","19",3622.8,20,"3/2+",NA,NA
"37K",37,"K","19",3839,3,"(1/2,3/2,5/2)+",NA,NA
"37K",37,"K","19",3853,3,"(1/2,3/2,5/2)",NA,NA
"37K",37,"K","19",4192,9,"(1/2,3/2,5/2)",NA,NA
"37K",37,"K","19",4414.7,24,"(1/2,3/2,5/2)+",NA,NA
"37K",37,"K","19",4496,3,"1/2+",NA,NA
"37K",37,"K","19",5017,4,"3/2+",NA,NA
"37K",37,"K","19",5050,3,"3/2+",NA,NA
"37K",37,"K","19",5120,3,"1/2+",NA,NA
"37K",37,"K","19",5323.3,19,"(3/2,5/2)+",NA,NA
"37K",37,"K","19",5358,6,"(1/2,3/2,5/2)",NA,NA
"37K",37,"K","19",5424.1,23,"3/2+,5/2+",NA,NA
"37K",37,"K","19",5459,4,"1/2+",NA,NA
"37K",37,"K","19",5479.8,21,"3/2+,5/2+",NA,NA
"37K",37,"K","19",5569,5,"5/2-",NA,NA
"37K",37,"K","19",5624.1,20,"(1/2,3/2,5/2)+",NA,NA
"37K",37,"K","19",5713,4,NA,NA,NA
"37K",37,"K","19",5789,5,"3/2+",NA,NA
"37K",37,"K","19",5933,4,"5/2+",NA,NA
"37K",37,"K","19",6014.7,23,"5/2+",NA,NA
"37K",37,"K","19",6047,4,"1/2-",NA,NA
"37K",37,"K","19",6092.4,23,"1/2+",NA,NA
"37K",37,"K","19",6274,5,NA,NA,NA
"37K",37,"K","19",6324,5,"5/2+",NA,NA
"37K",37,"K","19",6416,5,"1/2+",NA,NA
"37K",37,"K","19",6432,3,"(1/2,3/2,5/2)+",NA,NA
"37K",37,"K","19",6543,5,NA,NA,NA
"37K",37,"K","19",6606,5,"3/2+",NA,NA
"37K",37,"K","19",6684,5,"(1/2+)",NA,NA
"37K",37,"K","19",6740,5,"(1/2,3/2,5/2)",NA,NA
"37K",37,"K","19",6824,5,"1/2-",NA,NA
"37K",37,"K","19",6912,5,NA,NA,NA
"37K",37,"K","19",6974,5,"5/2+",NA,NA
"37K",37,"K","19",7071,3,"(1/2,3/2,5/2)+",NA,NA
"37K",37,"K","19",7183,3,"5/2+",NA,NA
"37K",37,"K","19",7240,5,"3/2+",NA,NA
"37K",37,"K","19",7370,3,"5/2+",NA,NA
"37K",37,"K","19",7473.8,18,"5/2+",NA,NA
"37K",37,"K","19",7542,3,"3/2+",NA,NA
"37K",37,"K","19",7634,3,"5/2+",NA,NA
"37K",37,"K","19",7662,5,"3/2+",NA,NA
"37K",37,"K","19",7807,4,"(1/2,3/2,5/2)+",NA,NA
"37K",37,"K","19",7835,4,"(1/2,3/2,5/2)+",NA,NA
"37K",37,"K","19",8029,5,"(1/2,3/2,5/2)+",NA,NA
"37K",37,"K","19",8273,5,"(1/2,3/2,5/2)+",NA,NA
"37K",37,"K","19",8314,5,"(1/2,3/2,5/2)+",NA,NA
"37K",37,"K","19",8378,5,"(1/2,3/2,5/2)",NA,NA
"37K",37,"K","19",8429,5,"(1/2,3/2,5/2)",NA,NA
"37K",37,"K","19",8486,5,"(1/2,3/2,5/2)+",NA,NA
"37K",37,"K","19",8525,5,"(1/2,3/2,5/2)",NA,NA
"37K",37,"K","19",8605,5,"(1/2,3/2,5/2)",NA,NA
"37K",37,"K","19",8653,5,"(1/2,3/2,5/2)",NA,NA
"38AR",38,"AR","18",0,NA,"0+",NA,NA
"38AR",38,"AR","18",2167.5,3,"2+",NA,NA
"38AR",38,"AR","18",3810.224,18,"3-",NA,NA
"38AR",38,"AR","18",3936,5,"2+",NA,NA
"38AR",38,"AR","18",4565.4,NA,"2+",NA,NA
"38AR",38,"AR","18",5157.3,NA,"2+",NA,NA
"38AR",38,"AR","18",5349.5,NA,"4+",NA,NA
"38AR",38,"AR","18",5552.2,NA,"1+,2+",NA,NA
"38AR",38,"AR","18",0,NA,"0+",NA,NA
"38K",38,"K","19",130.4,3,"0+","923.9 MS",6
"38K",38,"K","19",458.4,6,"1+",NA,NA
"38K",38,"K","19",1698.2,5,"1+",NA,NA
"38K",38,"K","19",2993,NA,"0-",NA,NA
"38K",38,"K","19",3341.3,8,"1+",NA,NA
"38K",38,"K","19",3856.6,10,"1+",NA,NA
"38K",38,"K","19",3978.1,8,"1+",NA,NA
"38K",38,"K","19",4174.6,12,"(1)+",NA,NA
"39K",39,"K","19",0,NA,"3/2+",NA,NA
"39K",39,"K","19",2522.34,26,"1/2+",NA,NA
"39K",39,"K","19",2814,NA,"7/2-",NA,NA
"39K",39,"K","19",3019,NA,"3/2-",NA,NA
"39K",39,"K","19",3598,NA,"9/2-",NA,NA
"39K",39,"K","19",3883,NA,"5/2-",NA,NA
"39K",39,"K","19",3939,NA,"3/2+",NA,NA
"39K",39,"K","19",3944,NA,"11/2-",NA,NA
"39K",39,"K","19",4082,NA,"3/2-",NA,NA
"39K",39,"K","19",4095,NA,"1/2+",NA,NA
"39K",39,"K","19",4126,NA,"7/2-",NA,NA
"39K",39,"K","19",4475,NA,"(1/2,3/2)-",NA,NA
"39SC",39,"SC","21",8960,60,"(3/2+)",NA,NA
"40AR",40,"AR","18",0,NA,"0+","STABLE",NA
"40AR",40,"AR","18",1460.851,6,"2+",NA,NA
"40CA",40,"CA","20",3735.8,8,"3-",NA,NA
"40CA",40,"CA","20",4490.6,10,"5-",NA,NA
"40CA",40,"CA","20",5613.1,10,"4-",NA,NA
"40CA",40,"CA","20",6580,4,"3-",NA,NA
"40CA",40,"CA","20",7658.3,10,"4-",NA,NA
"40CA",40,"CA","20",9360,3,"3-",NA,NA
"40CA",40,"CA","20",9416,8,"3-",NA,NA
"40CA",40,"CA","20",9427,6,"(3,4)-",NA,NA
"40CA",40,"CA","20",9452,3,"3-",NA,NA
"40CA",40,"CA","20",9601,3,"3-",NA,NA
"40CA",40,"CA","20",9811,4,"(3-,4-,5-)",NA,NA
"40CA",40,"CA","20",9829,8,NA,NA,NA
"40CA",40,"CA","20",9920,3,"(3-,4-,5-)",NA,NA
"40CA",40,"CA","20",9952,8,"4+",NA,NA
"40CA",40,"CA","20",9979,5,"(3,4,5)",NA,NA
"40CA",40,"CA","20",10050,4,"4-",NA,NA
"40CA",40,"CA","20",10127,4,"(3-,4+)",NA,NA
"40CA",40,"CA","20",10154,8,"(3-,4+,5-)",NA,NA
"40CA",40,"CA","20",10193,8,"(3-,4+,5-)",NA,NA
"40CA",40,"CA","20",10211,4,"(3,4)-",NA,NA
"40CA",40,"CA","20",10332,4,"(3)-",NA,NA
"40CA",40,"CA","20",10366,8,NA,NA,NA
"40CA",40,"CA","20",10447,4,"3-",NA,NA
"40CA",40,"CA","20",10470,4,"(3,5)-",NA,NA
"40CA",40,"CA","20",10504,4,"(3,4,5)-",NA,NA
"40CA",40,"CA","20",10519,7,"(3-,4+,5-)",NA,NA
"40CA",40,"CA","20",10582,5,"(3,4,5)",NA,NA
"40CA",40,"CA","20",10598,7,"3-",NA,NA
"40CA",40,"CA","20",10693,5,"3",NA,NA
"40CA",40,"CA","20",10725,5,"(3,5)-",NA,NA
"40CA",40,"CA","20",10754,8,"(3,4,5)",NA,NA
"40CA",40,"CA","20",10776,5,"3-",NA,NA
"40CA",40,"CA","20",10817,7,"(3-,4+,5-)",NA,NA
"40CA",40,"CA","20",10849,5,"(3,4,5)-",NA,NA
"40CA",40,"CA","20",10909,5,"(3,4,5-)",NA,NA
"40CA",40,"CA","20",10956,8,"3-",NA,NA
"40CA",40,"CA","20",10973,7,"(3,4,5)",NA,NA
"40CA",40,"CA","20",10987,12,"(3-,4+)",NA,NA
"40CA",40,"CA","20",11037,7,"(3,4,5)",NA,NA
"40CA",40,"CA","20",11088,12,"(3-,4+)",NA,NA
"40CA",40,"CA","20",11114,6,NA,NA,NA
"40CA",40,"CA","20",11142,6,"(3,4,5)-",NA,NA
"40CA",40,"CA","20",11205,5,"(3)-",NA,NA
"40CA",40,"CA","20",11217,5,"3-",NA,NA
"40CA",40,"CA","20",11312,5,"(3-,4+,5-)",NA,NA
"40CA",40,"CA","20",11418,7,"4+",NA,NA
"40CA",40,"CA","20",11452,9,NA,NA,NA
"40CA",40,"CA","20",11472,7,"(3-,4+,5-)",NA,NA
"40CA",40,"CA","20",11549,6,"(3,5)-",NA,NA
"40CA",40,"CA","20",11616,10,"(3,4,5)",NA,NA
"40CA",40,"CA","20",11663,7,"(3-,4+,5-)",NA,NA
"40CA",40,"CA","20",11724,4,"(3,5)-",NA,NA
"40CA",40,"CA","20",11791,10,"4",NA,NA
"40CA",40,"CA","20",11841,6,"(3-,4+,5-)",NA,NA
"40CA",40,"CA","20",12001,7,"(3,5)-",NA,NA
"40CA",40,"CA","20",12034,10,"(3,4,5)-",NA,NA
"40CA",40,"CA","20",12066,9,"(3,5)-",NA,NA
"40SC",40,"SC","21",2276,7,"1+",NA,NA
"40SC",40,"SC","21",2746,7,"1+",NA,NA
"40SC",40,"SC","21",2933,11,"1+",NA,NA
"40SC",40,"SC","21",3135,17,"1+",NA,NA
"40SC",40,"SC","21",3221,62,"1+",NA,NA
"40SC",40,"SC","21",3330,17,"1+",NA,NA
"40SC",40,"SC","21",3409,62,"1+",NA,NA
"40SC",40,"SC","21",3534,41,NA,NA,NA
"40SC",40,"SC","21",3648,9,"1+",NA,NA
"40SC",40,"SC","21",3780,9,"1+",NA,NA
"40SC",40,"SC","21",3856,42,NA,NA,NA
"40SC",40,"SC","21",4060,22,"1+",NA,NA
"40SC",40,"SC","21",4129,21,"1+",NA,NA
"40SC",40,"SC","21",4264,9,"1+",NA,NA
"40SC",40,"SC","21",4359,8,"0+",NA,NA
"40SC",40,"SC","21",4518,12,"1+",NA,NA
"40SC",40,"SC","21",4649,11,"1+",NA,NA
"40SC",40,"SC","21",4819,19,"1+",NA,NA
"40SC",40,"SC","21",4895,15,NA,NA,NA
"40SC",40,"SC","21",5014,22,"1+",NA,NA
"40SC",40,"SC","21",5080,29,"1+",NA,NA
"40SC",40,"SC","21",5221,29,NA,NA,NA
"40SC",40,"SC","21",5354,62,"1+",NA,NA
"40SC",40,"SC","21",5567,41,"1+",NA,NA
"40SC",40,"SC","21",5702,21,"1+",NA,NA
"40SC",40,"SC","21",5879,82,"1+",NA,NA
"40SC",40,"SC","21",6005,20,"1+",NA,NA
"40SC",40,"SC","21",6120,62,"1+",NA,NA
"40SC",40,"SC","21",6419,62,"1+",NA,NA
"41K",41,"K","19",0,NA,"3/2+",NA,NA
"41CA",41,"CA","20",0,NA,"7/2-",NA,NA
"41CA",41,"CA","20",2574.9,5,"5/2-",NA,NA
"41CA",41,"CA","20",2959.4,4,"7/2-",NA,NA
"41SC",41,"SC","21",2095,5,"3/2+",NA,NA
"41SC",41,"SC","21",2666,2,"5/2+",NA,NA
"41SC",41,"SC","21",2712,11,"1/2+",NA,NA
"41SC",41,"SC","21",3414,4,"1/2+",NA,NA
"41SC",41,"SC","21",3560,3,"3/2+",NA,NA
"41SC",41,"SC","21",3690,13,"(3/2-,5/2,7/2-)",NA,NA
"41SC",41,"SC","21",3808,12,"(1/2,3/2,5/2)+",NA,NA
"41SC",41,"SC","21",3959,12,"1/2+",NA,NA
"41SC",41,"SC","21",4247,5,"5/2+",NA,NA
"41SC",41,"SC","21",4310,19,"5/2+",NA,NA
"41SC",41,"SC","21",4506,13,"3/2+",NA,NA
"41SC",41,"SC","21",4656,12,"(1/2,3/2,5/2)+",NA,NA
"41SC",41,"SC","21",4776,6,"3/2+",NA,NA
"41SC",41,"SC","21",4869,5,"5/2+",NA,NA
"41SC",41,"SC","21",4929,5,"5/2+",NA,NA
"41SC",41,"SC","21",5007,9,"1/2+",NA,NA
"41SC",41,"SC","21",5067,11,"3/2+",NA,NA
"41SC",41,"SC","21",5379,6,"5/2+",NA,NA
"41SC",41,"SC","21",5496,13,"1/2+",NA,NA
"41SC",41,"SC","21",5581,8,"3/2+",NA,NA
"41SC",41,"SC","21",5767,6,"5/2+",NA,NA
"41SC",41,"SC","21",5840,5,"5/2+",NA,NA
"41SC",41,"SC","21",5885,11,"5/2+",NA,NA
"41SC",41,"SC","21",5940,4,"3/2+",NA,NA
"41SC",41,"SC","21",6036,11,"1/2+",NA,NA
"41SC",41,"SC","21",6085,20,"(1/2,3/2,5/2)+",NA,NA
"41SC",41,"SC","21",6102,15,NA,NA,NA
"41SC",41,"SC","21",6156,14,"5/2+",NA,NA
"41SC",41,"SC","21",6305,40,"(1/2,3/2,5/2)+",NA,NA
"41SC",41,"SC","21",6380,17,"5/2+",NA,NA
"41SC",41,"SC","21",6435,40,"5/2+",NA,NA
"41SC",41,"SC","21",6468,12,"(1/2,3/2,5/2)+",NA,NA
"41SC",41,"SC","21",6560,60,"5/2+",NA,NA
"41SC",41,"SC","21",6673,40,"(1/2,3/2,5/2)+",NA,NA
"41SC",41,"SC","21",6829,21,"5/2+",NA,NA
"41SC",41,"SC","21",6877,40,"(1/2,3/2,5/2)+",NA,NA
"41SC",41,"SC","21",6947,15,"(1/2,3/2,5/2)+",NA,NA
"41SC",41,"SC","21",7021,60,NA,NA,NA
"41SC",41,"SC","21",7182,20,"(1/2,3/2,5/2)+",NA,NA
"41SC",41,"SC","21",7360,20,"(1/2,3/2,5/2)+",NA,NA
"41SC",41,"SC","21",7620,50,"(1/2,3/2,5/2)+",NA,NA
"41SC",41,"SC","21",7900,50,"(1/2,3/2,5/2)+",NA,NA
"42CA",42,"CA","20",0,NA,"0+",NA,NA
"42CA",42,"CA","20",1837,NA,"0+",NA,NA
"42CA",42,"CA","20",3189.33,14,"6+",NA,NA
"42SC",42,"SC","21",0,NA,"0+","680.79 MS",28
"42SC",42,"SC","21",611,1,"1+",NA,NA
"42SC",42,"SC","21",1888.4,2,"1+",NA,NA
"43CA",43,"CA","20",0,NA,"7/2-",NA,NA
"43CA",43,"CA","20",372.9,3,"5/2-",NA,NA
"43CA",43,"CA","20",1931,4,"5/2-",NA,NA
"43SC",43,"SC","21",0,NA,"7/2-",NA,NA
"43SC",43,"SC","21",151.25,14,"3/2+",NA,NA
"43SC",43,"SC","21",845.17,9,"5/2-",NA,NA
"43SC",43,"SC","21",1408.03,9,"7/2-",NA,NA
"43SC",43,"SC","21",1882.5,3,"(5/2,9/2)-",NA,NA
"43SC",43,"SC","21",1963,4,"(3/2,5/2)-",NA,NA
"43SC",43,"SC","21",2288.4,10,"5/2-",NA,NA
"43SC",43,"SC","21",2335.47,10,"5/2-",NA,NA
"43SC",43,"SC","21",2458.68,10,"(5/2:9/2)-",NA,NA
"43SC",43,"SC","21",2760.1,10,"(5/2:9/2)-",NA,NA
"43SC",43,"SC","21",3259.7,10,"(7/2,9/2)-",NA,NA
"43SC",43,"SC","21",3631.7,10,"(5/2-,7/2-,9/2-)",NA,NA
"43V",43,"V","23",8250,23,"(3/2+)",NA,NA
"44CA",44,"CA","20",1157.039,15,"2+","2.61 PS",14
"44CA",44,"CA","20",2656.53,24,"2+","30 FS",3
"44CA",44,"CA","20",3301.46,6,"2+","35 FS",18
"44CA",44,"CA","20",3307.9,NA,"3-",NA,NA
"44CA",44,"CA","20",3285,5,"6+",NA,NA
"44SC",44,"SC","21",67.868,14,"1-","154.8 NS",8
"44SC",44,"SC","21",146.1914,20,"0-","51.0 US",3
"44TI",44,"TI","22",1083.09,10,"2+",NA,NA
"44TI",44,"TI","22",2530.98,14,"2+",NA,NA
"44TI",44,"TI","22",4115.3,6,"2+",NA,NA
"44TI",44,"TI","22",6606.4,5,"2+",NA,NA
"44TI",44,"TI","22",4015.37,15,"6+",NA,NA
"44TI",44,"TI","22",6848.87,21,"(6+)",NA,NA
"44V",44,"V","23",NA,NA,"0+",NA,NA
"45SC",45,"SC","21",0,NA,"7/2-","STABLE",NA
"45SC",45,"SC","21",12.4,5,"3/2+","318 MS",7
"45SC",45,"SC","21",376.5,12,"3/2-",NA,NA
"45SC",45,"SC","21",543.06,14,"5/2+",NA,NA
"45SC",45,"SC","21",720.12,14,"5/2-",NA,NA
"45SC",45,"SC","21",974.38,15,"7/2+",NA,NA
"45SC",45,"SC","21",1408.27,20,"(7/2)-",NA,NA
"45SC",45,"SC","21",1662,4,"9/2-",NA,NA
"45SC",45,"SC","21",1800,5,"5/2+",NA,NA
"45TI",45,"TI","22",0,NA,"7/2-",NA,NA
"45TI",45,"TI","22",40.1,NA,"5/2-",NA,NA
"45V",45,"V","23",4800,53,"(7/2-)",NA,NA
"46TI",46,"TI","22",0,NA,"0+",NA,NA
"46TI",46,"TI","22",2611,2,"0+","76 FS",21
"46TI",46,"TI","22",4315.8,10,"1+","2.7 FS",4
"46V",46,"V","23",0,NA,"0+",NA,NA
"46CR",46,"CR","24",9152,24,"(4+)",NA,NA
"46MN",46,"MN","25",5017,71,"0+",NA,NA
"47TI",47,"TI","22",0,NA,"5/2-","STABLE",NA
"47TI",47,"TI","22",1549.9,3,"3/2-",NA,NA
"47TI",47,"TI","22",1794.1,4,"1/2-",NA,NA
"47TI",47,"TI","22",2163,5,"3/2-",NA,NA
"47TI",47,"TI","22",2166.9,11,"5/2",NA,NA
"47TI",47,"TI","22",2525.8,4,"3/2-,5/2-",NA,NA
"47TI",47,"TI","22",2548.8,5,"3/2-",NA,NA
"47TI",47,"TI","22",2793.4,5,"1/2-",NA,NA
"47V",47,"V","23",0,NA,"3/2-","32.6 M",3
"47V",47,"V","23",87.525,9,"5/2-",NA,NA
"48TI",48,"TI","22",983.536,4,"2+",NA,NA
"48TI",48,"TI","22",2295.656,7,"4+",NA,NA
"48TI",48,"TI","22",2421.06,4,"2+",NA,NA
"48TI",48,"TI","22",3223.991,7,"3+",NA,NA
"48TI",48,"TI","22",3239.796,8,"4+",NA,NA
"48TI",48,"TI","22",3359.8,4,"3-",NA,NA
"48V",48,"V","23",308.24,6,"2+","7.09 NS",7
"48V",48,"V","23",420.55,10,"1+",NA,NA
"48CR",48,"CR","24",752.1,20,"2+",NA,NA
"48CR",48,"CR","24",1858.2,3,"4+",NA,NA
"48CR",48,"CR","24",3533.2,4,"4-",NA,NA
"48CR",48,"CR","24",4428.5,4,"(4)+",NA,NA
"48CR",48,"CR","24",4652.8,4,"3+,4+",NA,NA
"48CR",48,"CR","24",5032.4,4,"3+,4+",NA,NA
"48CR",48,"CR","24",5293.8,7,"3+,4+,5+",NA,NA
"48CR",48,"CR","24",5608.2,5,"(3+,4+)",NA,NA
"48CR",48,"CR","24",5792.5,3,"4+",NA,NA
"48MN",48,"MN","25",3100,12,"1+",NA,NA
"49TI",49,"TI","22",0,NA,"7/2-",NA,NA
"49V",49,"V","23",0,NA,"7/2-","330 D",15
"49V",49,"V","23",90.6391,17,"5/2-","0.43 NS",2
"49V",49,"V","23",152.9282,17,"3/2-","20.6 NS",6
"49V",49,"V","23",748.27,9,"3/2+",NA,NA
"49V",49,"V","23",1514.49,7,"5/2-",NA,NA
"49V",49,"V","23",1661.26,15,"3/2-",NA,NA
"49V",49,"V","23",2182.3,6,"7/2-",NA,NA
"49V",49,"V","23",2234.9,6,"5/2",NA,NA
"49V",49,"V","23",2309.4,7,"3/2-",NA,NA
"49CR",49,"CR","24",0,NA,"5/2-",NA,NA
"49CR",49,"CR","24",272.4,4,"7/2-",NA,NA
